,cnpj
1667,2932074003107
1668,22822089000104
1669,22822221000188
1670,22822283000190
1671,22822669000100
1672,3467788000139
1673,2933606000105
1674,7669957000174
1675,2933869000114
1676,18308140000197
1677,41819138000102
1678,2934309000184
1679,2934404000188
1680,41840513000198
1681,18308446000143
1682,18308552000127
1683,18309049000196
1684,41820670000131
1685,18309545000140
1686,41820907000184
1687,22826068000167
1688,8827890000111
1689,8828120000193
1690,18311284000100
1691,7678087000108
1692,2935369000111
1693,8829252000130
1694,3416372000191
1695,41822170000139
1696,20249682000188
1697,12736014000157
1698,23033104000106
1699,18320764000120
1700,18320770000187
1701,18320823000160
1702,7682054000123
1703,41823567000145
1704,8838108000160
1705,8838258000173
1706,41824002000182
1707,41824147000183
1708,8839071000194
1709,8839071000275
1710,18322803000128
1711,3556251000145
1712,18314664000190
1713,41825252000137
1714,8831639000120
1715,41825601000110
1716,8832031000463
1717,8832031000706
1718,18315843000142
1719,18316024000110
1720,7691351000135
1721,22839340000143
1722,13261569000152
1723,8832503000135
1724,8832884000152
1725,2936646000100
1726,22829466000137
1727,18318214000176
1728,41826677000160
1729,8834106000100
1730,8834915000104
1731,3488562000114
1732,2936933000110
1733,18320370000171
1734,7700883000272
1735,8845384000155
1736,18323594000137
1737,18324492000136
1738,2937646000125
1739,8846404000293
1740,2937734000127
1741,8839293000107
1742,18325760000134
1743,39353221000189
1744,18326424000106
1745,41830393000148
1746,2938433000118
1747,22842558000157
1748,8841323000110
1749,8841349000168
1750,22843415000160
1751,41830959000131
1752,41831234000168
1753,41831263000120
1754,8842243000189
1755,8842357000129
1756,7715360000208
1757,8842581000110
1758,45480010000100
1759,8843526000145
1760,8843526000226
1761,8843526000307
1762,8848780000136
1763,18330532000152
1764,22832408000162
1765,18330820000107
1766,18331360000131
1767,18331541000168
1768,8850567000169
1769,2939384000219
1770,22834929000159
1771,2939384000723
1772,8850782000160
1773,8851025000100
1774,22836425000178
1775,22836616000130
1776,22836657000126
1777,22837189000104
1778,22837563000171
1779,22837708000134
1780,7728203000148
1781,2939447000156
1782,22838560000152
1783,8852277000154
1784,8852310000146
1785,8852452000103
1786,18334541000111
1787,18335490000142
1788,8847322000182
1789,18336038000103
1790,8847461000106
1791,18338029000143
1792,22843001000130
1793,8855458000134
1794,8366982000141
1795,3705616000156
1796,8856481000143
1797,8856897000161
1798,18339343000140
1799,22844942000199
1800,8858003000172
1801,8858584000142
1802,7744863000112
1803,8858915000144
1804,8858944000106
1805,8859000000153
1806,22848256000196
1807,8859827000167
1808,41831955000178
1809,22849284000128
1810,41832406000118
1811,22850180000133
1812,41832549000120
1813,22840393000184
1814,22840563000120
1815,8862370000140
1816,22841517000146
1817,22842332000156
1818,18337734000126
1819,41833895000122
1820,3682479000181
1821,18337955000102
1822,7756271000110
1823,41834435000119
1824,18351891000196
1825,41835348000186
1826,8873113000294
1827,22850783000135
1828,8873600000176
1829,8873657000175
1830,41836303000126
1831,8874835000182
1832,41836446000219
1833,18346054000179
1834,18346163000196
1835,8875335000165
1836,22852435000105
1837,18347202000170
1838,39362519000155
1839,18347892000167
1840,22855399000125
1841,18348208000161
1842,41838588000134
1843,18348461000115
1844,8869627000195
1845,3893485000188
1846,18360264000111
1847,3975267000192
1848,18352546000177
1849,18353132000162
1850,18353911000168
1851,41843438000119
1852,41843823000166
1853,7782729000106
1854,41843917000135
1855,7784007000190
1856,41844258000151
1857,18355730000170
1858,8882590000135
1859,22864678000155
1860,8882724000118
1861,7787970000128
1862,18357536000124
1863,8497268000192
1864,18358059000111
1865,18358715000186
1866,18358808000100
1867,18359074000184
1868,41841018000101
1869,8885010000163
1870,8885096000124
1871,8885130000160
1872,8885200000180
1873,4140522000140
1874,7795411000160
1875,18364173000154
1876,18364453000162
1877,18364906000150
1878,8886850000140
1879,8887085000183
1880,8373484000126
1881,4020222000127
1882,8889333000125
1883,18368469000143
1884,20274434000197
1885,8890536000131
1886,2942630000100
1887,2942689000107
1888,2943066000140
1889,8891684000170
1890,2943199000117
1891,8892300000134
1892,18361818000103
1893,2943728000182
1894,2943785000161
1895,18362377000156
1896,18362708000158
1897,7812328000151
1898,8903713000177
1899,2944338000127
1900,22856030000137
1901,18376622000184
1902,8904398000100
1903,2944617000190
1904,18377091000144
1905,18369825000143
1906,18369837000178
1907,18369878000164
1908,2945607000170
1909,22859494000105
1910,2945790000103
1911,22859648000150
1912,7820976000150
1913,22860300000183
1914,22860590000165
1915,8898092000180
1916,22860864000116
1917,22860877000195
1918,2946253000188
1919,18372652000112
1920,18372685000162
1921,2946680000166
1922,22862026000181
1923,7825554000177
1924,22862455000159
1925,18373875000102
1926,22862900000180
1927,8901197000141
1928,22863522000150
1929,22863733000192
1930,18374794000119
1931,22863882000151
1932,21279000432
1933,22625000154
1934,8504042000171
1935,8507279000106
1936,22642671000199
1937,8507899000145
1938,76886118000120
1939,8509385000129
1940,8905429000130
1941,18377420000157
1942,39370971000169
1943,18379244000192
1944,7837811000190
1945,18379316000100
1946,8380522000178
1947,18379633000118
1948,8380918000115
1949,18379983000184
1950,18380824000108
1951,8909935000105
1952,22876678000175
1953,18381363000180
1954,22866110000173
1955,8911148000190
1956,8911401000105
1957,2948992000109
1958,2949311000127
1959,18382874000116
1960,2950172000151
1961,2950196000100
1962,46022537000153
1963,4188258000114
1964,7850780000108
1965,41857317000126
1966,41857488000155
1967,4194541000159
1968,8920071000114
1969,10303599000196
1970,8920310000136
1971,8920550000130
1972,46023441000100
1973,41845374000195
1974,41845723000179
1975,18388883000114
1976,8922004000139
1977,22884932000187
1978,8912999000157
1979,7857522000153
1980,18390760000118
1981,18390960000170
1982,41846761000146
1983,7859153000138
1984,8914280000155
1985,41847560000163
1986,7862971000190
1987,7863164000191
1988,41848775000107
1989,41848851000176
1990,18384206000128
1991,7864736000157
1992,7865425000102
1993,18384685000182
1994,18385059000100
1995,22877145000108
1996,7869059000160
1997,4386208000141
1998,18397494000155
1999,8928899000119
2000,2953176000193
2001,41852777000161
2002,18397838000126
2003,18397877000123
2004,41853071000114
2005,2954388000195
2006,2955510000148
2007,8931852000104
2008,18398905000127
2009,18399000000171
2010,2956155000121
2011,2956174000158
2012,41854182000145
2013,41850136000178
2014,4312387000172
2015,2957637000104
2016,20325191000179
2017,2957640000110
2018,4335497000150
2019,4341089000100
2020,41850758000104
2021,7883618000196
2022,8924892000200
2023,2959032000144
2024,2959101000110
2025,18395489000103
2026,41851172000156
2027,46036924000149
2028,41851565000160
2029,18396532000155
2030,41851768000156
2031,18409764000109
2032,2959457000153
2033,45492146000130
2034,8935141000108
2035,18401507000112
2036,8936082000192
2037,41854380000109
2038,4425862000540
2039,47708615000130
2040,8937423000144
2041,4435054000130
2042,4435399000518
2043,4437525000140
2044,47708793000161
2045,41854960000104
2046,18403114000148
2047,23055622000112
2048,41855405000199
2049,18404280000169
2050,18404713000186
2051,18404994000177
2052,8940673000133
2053,8940919000177
2054,18405814000171
2055,4489884000140
2056,45493310000123
2057,8943928000200
2058,47709960000199
2059,18406845000147
2060,7902255000199
2061,4522969000183
2062,46046678000106
2063,18407948000121
2064,47710979000155
2065,2960263000178
2066,47712281000179
2067,46048560000117
2068,46049405000115
2069,8949366000113
2070,47714695000137
2071,18412985000128
2072,18413517000178
2073,7911741000173
2074,2961341000159
2075,2961449000141
2076,2961511000103
2077,2965131000139
2078,47717797000106
2079,2962314000109
2080,18415243000156
2081,8950850000162
2082,2962831000170
2083,19259765000179
2084,18415767000147
2085,18415962000177
2086,2963627000173
2087,18416215000153
2088,18410376000130
2089,20341909000110
2090,22884836000139
2091,8947166000121
2092,8947220000139
2093,8947306000161
2094,18411155000186
2095,18421553000183
2096,18421597000103
2097,22897322000118
2098,2965722000106
2099,2965880000166
2100,41862454000159
2101,7924038000442
2102,7924106000120
2103,22890555000199
2104,2966620000105
2105,12178190000110
2106,41864206000147
2107,41864329000188
2108,2967254000109
2109,2967382000152
2110,2967543000108
2111,22892556000172
2112,22893526000180
2113,18417729000123
2114,7928272000103
2115,2968760000112
2116,2968780000193
2117,22894429000102
2118,2968812000150
2119,2968980000146
2120,41858347000157
2121,8953908000121
2122,7930990000106
2123,7931042000195
2124,18418509000386
2125,41859017000186
2126,18418755000176
2127,41859135000194
2128,18418775000147
2129,18418929000109
2130,18418935000158
2131,7933506000100
2132,22896059000142
2133,10315960000102
2134,7933737000106
2135,2969616000109
2136,46061138000100
2137,22896336000117
2138,18420386000156
2139,7935193000111
2140,41861128000127
2141,18430620000126
2142,18422867000109
2143,8959339000121
2144,41865991000152
2145,41866137000100
2146,2970038000112
2147,41866564000199
2148,41866701000195
2149,22903022000102
2150,41867290000152
2151,7939092000208
2152,18425003000132
2153,8960129000153
2154,7940081000159
2155,18425774000120
2156,2970347000273
2157,18425883000147
2158,41868628000190
2159,22899030000114
2160,7945228000101
2161,41870112000180
2162,8956727000159
2163,22900139000124
2164,22900353000180
2165,22900662000150
2166,2971002000153
2167,18429760000184
2168,2971199000120
2169,2971675000103
2170,2972141000100
2171,8958352000166
2172,22906910000170
2173,8964016000126
2174,47724754000158
2175,2973947000104
2176,4625261000158
2177,2974473000115
2178,39402927000193
2179,2974640000128
2180,47725654000146
2181,18434386000105
2182,10321455000162
2183,47726057000136
2184,2975073000124
2185,2975073000205
2186,47726502000168
2187,18430772000129
2188,18430891000181
2189,18431042000142
2190,7956696000173
2191,18431461000184
2192,47729928000175
2193,2976657000114
2194,7958244000120
2195,18431753000117
2196,47719105000169
2197,7959741000143
2198,47720133000104
2199,47720137000184
2200,47720483000162
2201,47720623000100
2202,2978234000133
2203,22906158000168
2204,47721409000160
2205,57883266000147
2206,8963356000132
2207,7215851000109
2208,39408649000181
2209,2979430000122
2210,8967273000111
2211,18436517000193
2212,18436680000156
2213,18437240000113
2214,47727049000104
2215,18438253000107
2216,22918654000131
2217,47727325000134
2218,2979677000149
2219,18438925000184
2220,47727661000187
2221,2979750000182
2222,10323838000170
2223,18440058000111
2224,7969475000130
2225,18440167000139
2226,7969665000157
2227,18440533000150
2228,10324663000204
2229,18441838000186
2230,47729285000160
2231,18443345000185
2232,47729491000170
2233,18443855000152
2234,47729780000179
2235,23723122000101
2236,7195314000136
2237,8970702000100
2238,18435047000143
2239,8965561000137
2240,2980195000109
2241,2980254000149
2242,18436062000106
2243,7198032000192
2244,18436123000135
2245,26055988000180
2246,2980379000179
2247,18446222000106
2248,2980521000188
2249,8973609000159
2250,1406325000131
2251,18446457000190
2252,2981539000102
2253,39417195000105
2254,2981623000118
2255,7980838000138
2256,18447468000194
2257,39418516000196
2258,22919045000105
2259,18448012000149
2260,18448083000141
2261,7203893000111
2262,2984581000179
2263,7204268000194
2264,75160770000109
2265,7204997000140
2266,2985743000193
2267,2985938000133
2268,7205805000110
2269,2986088000279
2270,18445395000100
2271,7990644000113
2272,7991014000163
2273,2987086000113
2274,45507281000101
2275,41871553000105
2276,8975741000108
2277,18453937000188
2278,18453971000152
2279,8976454000104
2280,8976883000181
2281,2987576000110
2282,8977110000110
2283,7996763000183
2284,8977283000138
2285,8977634000100
2286,18455413000126
2287,22911399000103
2288,18455435000196
2289,22911468000170
2290,47733632000128
2291,18455643000195
2292,2988189000106
2293,18455750000113
2294,22913696000180
2295,22913770000168
2296,22915415000128
2297,8978972000167
2298,18450241000106
2299,18451105000122
2300,22916249000184
2301,2989705000109
2302,46097885000190
2303,18451484000150
2304,22916758000107
2305,8004327000143
2306,18451925000114
2307,7222448000107
2308,8979960000157
2309,18452436000187
2310,18452527000112
2311,18452538000100
2312,41872635000166
2313,2991340000157
2314,22923386000146
2315,22923501000182
2316,45507986000129
2317,41874643000141
2318,2992922000158
2319,2993095000117
2320,18458400000100
2321,18458408000177
2322,18458495000162
2323,8982517000135
2324,18458809000127
2325,18458900000142
2326,18458998000138
2327,20441021000150
2328,18459150000123
2329,18459403000169
2330,18459556000106
2331,22919284000157
2332,8013842000190
2333,8984060000106
2334,18460480000139
2335,8014805000104
2336,18460528000109
2337,47732620000189
2338,18462843000175
2339,2993698000119
2340,2993707000171
2341,47734194000112
2342,2993810000111
2343,4914512000114
2344,2990242000103
2345,41870745000199
2346,4917232000160
2347,41870894000158
2348,22921685000141
2349,2990472000164
2350,8985969000170
2351,41871715000105
2352,4920450000587
2353,18456536000181
2354,2990982000212
2355,8988452000135
2356,8022309000194
2357,41876349000179
